"Wavelength","ATTO 488 EM","ATTO 488 AB"
742,0.000999999999999999
743,0.000999999999999999
744,0.000999999999999999
745,0.000999999999999999
746,0.000999999999999999
747,0.000999999999999999
748,0.000999999999999999
749,0.000999999999999999
750,0.000999999999999999
751,0.000999999999999999
752,0.000999999999999999
753,0.000999999999999999
754,0.000999999999999999
755,0.000999999999999999
756,0.000999999999999999
757,0.000999999999999999
758,0.000999999999999999
759,0.000999999999999999
760,0.000999999999999999
761,0.000999999999999999
762,0.000999999999999999
763,0.000999999999999999
764,0.000999999999999999
765,0.000999999999999999
766,0.000999999999999999
767,0.000999999999999999
768,0.000999999999999999
769,0.000999999999999999
770,0.000999999999999999
771,0.000999999999999999
